project_id,project_name,repo_url,resolved_commit,commit_source,effort_since,effort_until,actual_duration_months,duration_plausible,ksloc_code,ksloc_code_raw,generated_loc_excluded,generated_files_n,ksloc_all,pm_mid,pm_low,pm_high,active_dev_days,total_commits,distinct_authors,effort_reliable,top_langs,planned_fte,planned_duration_months,planned_pm,cost_usd,status,error_msg,new_sloc,adapted_sloc,adapted_fraction,cm_observed,aam,equivalent_sloc
solidity-verifier-for-accountable-light-client,solidity-verifier-for-accountable-light-client,https://github.com/ethereum/EIPs,1c4afdf312772e7b8490273adffd6f2e97db8c73,cutoff,2015-10-26,2023-09-28,95.07,0,45.9230,45.9230,1696,2,194.8020,125.8421,36.3211,1433.0,2391,3363,487,1,"{""Markdown"": 101959, ""Solidity"": 27131, ""JSON"": 18687, ""TypeScript"": 12356, ""YAML"": 11555}",2,,,,OK,,45.923,0.0,0.0,0.0,0.0554,45.923
spacewalk,spacewalk,https://github.com/pendulum-chain/spacewalk,5aa6e8293a8952467504da93b88f910722c87b6d,cutoff,2022-03-16,2022-11-22,8.25,1,24.6460,25.2230,788,10,27.3550,1.9474,0.6615,12.0,37,86,4,1,"{""Rust"": 24556, ""TOML"": 1481, ""Markdown"": 845, ""JSON"": 206, ""YAML"": 163}",0.5,3,1.50,30000,OK,,23.1971,1.4489,0.0588,0.9918,0.8343,24.4058
spartan_poc_consensus_module,spartan_poc_consensus_module,https://github.com/subspace/spartan-codec,ddd6ab8f32e94f9e541dc91d79c49771fa1e504a,cutoff,2021-01-10,2021-06-13,5.06,1,1.0000,1.0000,0,0,1.1660,0.5263,0.1705,6.0,10,28,2,1,"{""Rust"": 1000, ""Markdown"": 68, ""TOML"": 55, ""YAML"": 43}",2,,,29999,OK,,1.0,0.0,0.0,0.0,0.0554,1.0
SpellRouter_Milestone,SpellRouter_Milestone,https://github.com/paraspell/xcm-router,,,,,,,,,,,,,,,,,,,,,,,,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
sr25519_donna,sr25519_donna,https://github.com/TerenceGe/sr25519-donna,51074a2a4123538b1b610f8138b00f3e0c7e182e,cutoff,2020-06-07,2020-06-23,0.53,1,10.7640,10.7640,0,0,10.8590,0.0526,0.0293,1.0,1,4,1,0,"{""C/C++ Header"": 7202, ""C"": 3562, ""CMake"": 95}",,,,0,OK,,6.2382,4.5258,0.4205,0.4188,0.4013,8.0546
ssal,ssal,https://github.com/MatteoPerona/ssal_commods,0b04bf76e2b8358f3e892e3f47f7bf30f32d5bdc,cutoff,2024-01-04,2024-02-28,1.81,1,0.5920,0.5920,0,0,0.6610,0.2632,0.0809,3.0,5,8,2,0,"{""Rust"": 592, ""Markdown"": 47, ""TOML"": 22}",2.5,2,5.00,10000,OK,,0.0,0.592,1.0,1.0,0.84,0.4973
stable-asset,stable-asset,https://github.com/nutsfinance/stable-asset,2f6619b15d04879127586f791a33d40f86360ab8,cutoff,2021-05-10,2022-03-23,10.41,1,4.1150,4.2310,173,3,4.7140,2.2632,0.6705,24.0,43,66,12,1,"{""Rust"": 4019, ""TOML"": 348, ""Markdown"": 199, ""JavaScript"": 87, ""JSON"": 38}",2,1,2.00,20000,OK,,4.115,0.0,0.0,0.0,0.0554,4.115
staking-rewards-viewer,staking-rewards-viewer,https://github.com/jackson-harris-iii/staking-rewards-viewer,eeab7c477a7eea83796dda2eb4275061f5616708,cutoff,2021-05-18,2021-08-12,2.83,1,1.8720,1.8720,0,0,2.0700,1.7895,0.8687,5.0,34,122,2,1,"{""JavaScript"": 1872, ""Markdown"": 62, ""JSON"": 56, ""CSV"": 48, ""Dockerfile"": 18}",2,2,4.00,15,OK,,1.3616,0.5104,0.2726,0.5182,0.4835,1.6084
Standard_Protocol,Standard_Protocol,https://github.com/digitalnativeinc/standard-substrate,6b1b5263de2923749a8fc5ab4f9144d25130e544,cutoff,2021-01-23,2022-04-28,15.11,1,15.7490,16.3290,580,2,19.0880,3.4211,1.1926,19.0,65,127,4,1,"{""Rust"": 15491, ""JSON"": 1081, ""TOML"": 922, ""YAML"": 652, ""Markdown"": 553}",1,2,2.00,1000,OK,,14.8009,0.9481,0.0602,1.0,0.84,15.5973
Stardust,Stardust,https://github.com/adit313/State-of-the-Stablecoin-Industry,79e38f0adc7fa8896948673d2ee7e043000f0d4a,cutoff,2022-04-15,2022-05-10,0.82,1,0.0000,0.0000,0,0,0.0030,0.1579,0.0528,2.0,3,5,1,0,"{""Markdown"": 3}",2,,,10,OK,,,,,,,
starks_network,starks_network,https://github.com/gbctech/starks-node,8a64ba8d0332b799729124fe9ff230dc096f2521,cutoff,2020-09-30,2020-10-16,0.53,1,223.9130,227.3020,3561,40,251.2490,0.3684,0.1383,2.0,7,16,1,0,"{""Rust"": 222638, ""JSON"": 12476, ""TOML"": 6675, ""Markdown"": 4904, ""YAML"": 1550}",3,1,3.00,1,OK,,9.1621,214.7509,0.9591,0.0034,0.0582,21.664
Starry_Network,Starry_Network,https://github.com/Starry-Network/starry_node,cc9047c012453a229167b173d05ff6a4f3b7bbad,cutoff,2021-03-23,2021-06-03,2.37,1,5.7110,5.7110,0,0,6.9000,1.6842,0.9064,5.0,32,97,2,1,"{""Rust"": 5704, ""Markdown"": 593, ""TOML"": 375, ""JSON"": 110, ""YAML"": 91}",1,2.5,2.50,10000,OK,,0.996,4.715,0.8256,0.868,0.7476,4.5209
stone-index-on-substrate,stone-index-on-substrate,https://github.com/stonedefi/stone-index-substrate-ui,f05e3e6944d060b885f45241f2de9aa5fe1bd33b,cutoff,2021-07-01,2021-09-15,2.5,1,1.2040,1.2120,8,1,1.6150,1.0,0.2607,8.0,19,23,4,1,"{""JavaScript"": 1204, ""JSON"": 132, ""Markdown"": 109, ""YAML"": 69, ""SVG"": 44}",3,,,0,OK,,0.5797,0.6243,0.5185,0.6,0.551,0.9237
storageHub,storageHub,https://github.com/Moonsong-Labs/storage-hub-runtime-poc,806dff4c8dba077f602209f3c8a419fc64dad155,cutoff,2023-11-26,2023-12-14,0.59,1,2.9050,2.9370,32,1,4.1490,0.3684,0.184,1.0,7,29,1,0,"{""Rust"": 2847, ""Markdown"": 422, ""TOML"": 383, ""JSON"": 203, ""YAML"": 180}",,,,,OK,,2.905,0.0,0.0,0.0,0.0554,2.905
Stylograph,Stylograph,https://github.com/deep-ink-ventures/genesis-dao-node,e8e1cfe1bcceeae832175883ecd448b9138b071e,cutoff,2023-01-09,2023-05-23,4.4,1,5.3760,5.8290,567,4,6.3050,3.3684,1.2738,10.0,64,142,3,1,"{""Rust"": 5332, ""TOML"": 353, ""Markdown"": 283, ""diff"": 178, ""YAML"": 67}",3,,,100000,OK,,2.7609,2.6151,0.4864,0.9934,0.8354,4.9454
subalfred,subalfred,https://github.com/hack-ink/subalfred,dd4cff4e348acb34d9d7c29f8287ed62836b9ac9,cutoff,2020-11-01,2023-01-10,26.28,0,4.6320,4.6320,0,0,7.1280,7.4211,2.7449,24.0,141,345,3,1,"{""Rust"": 4616, ""Markdown"": 1627, ""TOML"": 548, ""YAML"": 283, ""JSON"": 20}",1,,,22500,OK,,4.632,0.0,0.0,0.0,0.0554,4.632
subauction,subauction,https://github.com/galacticcouncil/Basilisk-node,fc61547317310bd40fd8af19ce8ae134b57359d6,cutoff,2020-08-10,2022-03-04,18.76,1,22.7640,24.0730,1466,27,217.3400,28.0526,11.2764,105.0,533,1238,15,1,"{""JSON"": 191459, ""Rust"": 22250, ""TOML"": 1493, ""Markdown"": 848, ""YAML"": 663}",2,,,,OK,,20.0879,2.6761,0.1176,1.0,0.84,22.3358
subcoin,subcoin,https://github.com/subcoin-project/subcoin,77a86db3967d65c78ad8fe8768d797357a0e2fd3,cutoff,2024-07-03,2024-09-12,2.33,1,13.1990,13.1990,0,0,15.1870,1.8421,0.6564,3.0,35,67,1,0,"{""Rust"": 13199, ""JSON"": 790, ""TOML"": 599, ""YAML"": 314, ""Markdown"": 252}",1,3,3.00,30000,OK,,7.727,5.472,0.4146,0.6556,0.597,10.9936
subdao-network,subdao-network,https://github.com/SubDAO-Network/subdao-node,e58d1f1ae239f6cd0d7ced22dcf8b396636bff77,cutoff,2021-01-25,2021-04-12,2.53,1,1.0280,1.0280,0,0,1.1930,0.1579,0.0395,3.0,3,3,1,0,"{""Rust"": 1028, ""TOML"": 147, ""Markdown"": 18}",4,2,8.00,0,OK,,0.0,1.028,1.0,0.9842,0.8289,0.8521
subdao-network_chrome_extension,subdao-network_chrome_extension,https://github.com/SubDAO-Network/subdao-extension,19336acab935692ac6094f2f6b147b86e26d6c5d,cutoff,2021-06-09,2021-09-12,3.12,1,47.3570,47.3570,12,1,89.2250,0.0,0.0,0.0,0,0,0,0,"{""TypeScript"": 46966, ""YAML"": 25438, ""JSON"": 16138, ""JavaScript"": 378, ""Markdown"": 176}",4,2,8.00,0,OK,,0.0103,47.3467,0.9998,0.0371,0.086,4.0828
subdao-network_polkasign,subdao-network_polkasign,https://github.com/SubDAO-Network/polkasign-contract,f6e28903b0f3877c125590eca78c3fa9c0c08214,cutoff,2021-11-03,2021-12-16,1.41,1,42.7660,43.0430,277,1,48.6510,0.0,0.0,0.0,0,0,0,0,"{""Rust"": 42474, ""JSON"": 2954, ""Markdown"": 1316, ""TOML"": 1113, ""YAML"": 387}",4,2,8.00,0,OK,,42.2172,0.5488,0.0128,0.8566,0.7396,42.6231
subdex,subdex,https://github.com/subdarkdex/pallet-subdex,d78a7247db928cddd7a64b48810c72a6ef03193a,cutoff,2020-09-27,2020-09-27,0.0,0,0.1210,0.1210,0,0,0.3340,0.0,0.0,0.0,0,0,0,0,"{""Markdown"": 134, ""Rust"": 121, ""YAML"": 49, ""TOML"": 30}",2,,,2,OK,,0.0,0.121,1.0,0.0,0.0554,0.0067
SubGame_Network,SubGame_Network,https://github.com/SubGame-Network/subgame-network,49e3343af2b2814af9dfd11e772fc21f43a2d2a5,cutoff,2021-03-24,2021-10-06,6.44,1,8.0810,8.2800,199,1,10.1710,3.5789,1.2864,16.0,68,125,3,1,"{""Rust"": 7770, ""Markdown"": 1101, ""TOML"": 696, ""Bourne Shell"": 311, ""JSON"": 182}",3,,,0,OK,,6.0799,2.0011,0.2476,0.9965,0.8376,7.756
SubIdentity,SubIdentity,https://github.com/TDSoftware/subidentity-webapp,40b3503db65b77752f2f0580c857a667f54d0176,cutoff,2022-04-14,2022-08-28,4.47,1,1.3780,1.3780,0,0,36.3350,4.1579,2.4071,10.0,79,296,4,1,"{""JSON"": 31283, ""Vuejs Component"": 3314, ""TypeScript"": 1296, ""Markdown"": 122, ""SCSS"": 99}",3,3,9.00,49500,OK,,1.2151,0.1629,0.1182,0.8941,0.7659,1.3399
subquery,subquery,https://github.com/OnFinality-io/subql,a7a6c30b3571889864e47c0e20cdce7b9ab537ff,cutoff,2020-12-15,2021-01-27,1.41,1,2.7030,2.7470,80,3,4.2360,1.2105,0.5758,5.0,23,71,3,1,"{""TypeScript"": 2579, ""Markdown"": 607, ""YAML"": 530, ""JSON"": 358, ""JavaScript"": 117}",2,1.5,3.00,1,OK,,2.7002,0.0028,0.001,1.0,0.84,2.7026
SubRelay,SubRelay,https://github.com/subrelay/subrelay-api,a106754e1e39771571e06659ab36a7eb410c3036,cutoff,2022-10-28,2023-07-01,8.08,1,11.6770,11.6770,0,0,13.1890,3.6316,1.6455,10.0,69,210,2,1,"{""TypeScript"": 11615, ""JSON"": 1034, ""YAML"": 360, ""Markdown"": 110, ""Bourne Shell"": 36}",1.5,5,7.50,30000,OK,,11.5009,0.1761,0.0151,1.0,0.84,11.6488
subscript_lang,subscript_lang,https://github.com/ascontract/subscript,e5cb4fe030139600194f6994a08ab8fd900dc0c7,cutoff,2020-09-11,2021-01-12,4.04,1,0.7060,0.7060,0,0,1.4700,1.3684,0.5567,4.0,26,59,1,0,"{""JSON"": 742, ""TypeScript"": 685, ""JavaScript"": 21, ""Markdown"": 21, ""SVG"": 1}",2,2,4.00,2,OK,,0.706,0.0,0.0,0.0,0.0554,0.706
SubsCrypt,SubsCrypt,https://github.com/oxydev/SubsCrypt-solidty,,,,,,,,,,,,,,,,,,,,5,,,30,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
subsmt,subsmt,https://github.com/farcloud-labs/subsmt,ab6480af10e1a3b7665c49ceca5da2dd7675b54d,cutoff,2023-11-12,2025-05-10,17.9,1,2.4810,2.5040,652,2,3.4900,1.5263,1.0178,7.0,29,211,1,0,"{""Rust"": 2408, ""Markdown"": 780, ""TOML"": 178, ""Python"": 73, ""YAML"": 34}",3,2,6.00,10000,OK,,2.481,0.0,0.0,0.0,0.0554,2.481
Substats,Substats,https://github.com/CESSProject/substats,7258ab4c2374d709ce0e65c14c1befe85e8bfaf9,cutoff,2022-11-29,2023-02-24,2.86,1,9.6310,9.6310,0,0,11.6150,1.4211,0.5273,5.0,27,65,3,1,"{""JavaScript"": 4952, ""JSX"": 4673, ""Markdown"": 677, ""LESS"": 516, ""SQL"": 259}",2,5,10.00,,OK,,7.7052,1.9258,0.2,0.9432,0.8002,9.2462
substrate_client_java,substrate_client_java,https://github.com/strategyobject/substrate-client-java,c17dfdf0d74ad74dcc2fded65a83e8563f8d69f3,cutoff,2021-10-26,2022-08-24,9.92,1,21.6450,21.6450,0,0,22.0820,2.5789,0.6879,20.0,49,55,3,1,"{""Java"": 21184, ""Rust"": 335, ""Gradle"": 211, ""Bourne Shell"": 126, ""DOS Batch"": 66}",3,,,30,OK,,21.645,0.0,0.0,0.0,0.0554,21.645
substrate_core_polywrapper,substrate_core_polywrapper,https://github.com/polywrap/integrations,5222f498ae5faa87c0ecb150eb41071d5fe1668f,cutoff,2021-11-05,2022-10-24,11.6,1,34.2260,34.2300,4,1,43.4690,10.3158,4.0349,52.0,196,494,15,1,"{""TypeScript"": 32826, ""GraphQL"": 3325, ""JSON"": 2718, ""Markdown"": 1784, ""JavaScript"": 1148}",2,1,2.00,50000,OK,,34.226,0.0,0.0,0.0,0.0554,34.226
substrate_evm_adapter,substrate_evm_adapter,https://github.com/subclone/subeth,e35529c10c5c6dda7a9fc84d052711d406362390,cutoff,2024-05-12,2025-11-22,18.36,1,3.7790,3.7790,0,0,21.5610,1.7368,0.4847,8.0,33,43,1,0,"{""JSON"": 16172, ""Rust"": 3434, ""Markdown"": 785, ""YAML"": 309, ""JavaScript"": 287}",1,,,30000,OK,,,,,,,
substrate-molochdao,substrate-molochdao,https://github.com/DoraFactory/Substrate-Moloch-V1,4f40fcbf50b46e8abefdc02d46dca8cd5d587d23,cutoff,2021-05-03,2021-06-01,0.95,1,2.2020,2.2020,0,0,2.6650,0.6316,0.1882,3.0,12,18,2,1,"{""Rust"": 2188, ""TOML"": 291, ""Markdown"": 117, ""JSON"": 24, ""YAML"": 16}",,,,,OK,,,,,,,
Substrate_Move_System_Pallet,Substrate_Move_System_Pallet,https://github.com/eigerco/substrate-move,e7af20b82e3b3f99df5d8a22610b5117e2687e77,cutoff,2019-06-17,2024-02-08,55.75,0,187.6700,189.1170,1537,5,386.8000,333.5789,111.9659,1466.0,6338,10777,314,1,"{""Rust"": 181829, ""Expect"": 96716, ""JSON"": 39076, ""SVG"": 29859, ""Markdown"": 22762}",2,2,4.00,96,OK,,,,,,,
substrate_startkit_GUI,substrate_startkit_GUI,https://github.com/MVPWorkshop/substrate-startkit-gui-api,0ba1d3373234e0a57899cf336abf2c296ff9aba6,cutoff,2020-07-20,2020-12-04,4.5,1,8.2220,8.2220,0,0,9.0460,1.7895,0.6145,9.0,34,64,4,1,"{""TypeScript"": 7134, ""Rust"": 898, ""Markdown"": 446, ""Bourne Shell"": 185, ""TOML"": 144}",2.5,2,5.00,3,OK,,,,,,,
substrate-tutorials,substrate-tutorials,https://github.com/rusty-crewmates/substrate-tutorials,ab1a16c78dea616c9081d246288088fb6a9583ae,cutoff,2022-02-09,2023-05-09,14.91,1,3.7800,3.7800,0,0,4.5800,1.6316,0.5287,16.0,31,57,7,1,"{""Rust"": 3780, ""TOML"": 377, ""Markdown"": 305, ""JSON"": 48, ""YAML"": 36}",0,,,25000,OK,,,,,,,
subvt_telegram_bot-milestones-1-and,subvt_telegram_bot-milestones-1-and,https://github.com/helikon-labs/subvt,87b587e76675c60900675b540208b88295f7de83,cutoff,2021-06-13,2022-05-21,11.24,1,0.0000,0.0000,0,0,4.0220,0.7895,0.2803,9.0,15,30,1,0,"{""XML"": 3682, ""Markdown"": 162, ""Text"": 126, ""SVG"": 52}",0.33,3,0.99,9600,OK,,,,,,,
subwallet,subwallet,https://github.com/yxf/subwallet,6677ca95429ed8aea17a81ed506aa5d2bd77f8da,cutoff,2020-05-15,2020-07-24,2.3,1,1.9280,1.9280,0,0,2.1120,0.5263,0.1431,2.0,10,18,1,0,"{""Rust"": 1928, ""Markdown"": 114, ""TOML"": 66, ""JSON"": 4}",,,,0,OK,,,,,,,
subxtpy,subxtpy,https://github.com/philoniare/subxtpy,e146ba25bce857ade80f8576d25f505573d306bd,cutoff,2024-04-10,2024-10-14,6.14,1,5.5600,5.5600,0,0,7.8620,0.5789,0.1778,4.0,11,29,1,0,"{""JavaScript"": 4921, ""HTML"": 1753, ""Rust"": 519, ""Markdown"": 488, ""Python"": 120}",2,3,6.00,30000,OK,,,,,,,
sunshine-keybase,sunshine-keybase,https://github.com/sunshine-protocol/sunshine-keybase,42c23ebb3442919991ecd7b1e3eee7767ac2a2a3,cutoff,2020-05-30,2020-09-28,3.98,1,3.9410,3.9410,0,0,4.5210,3.0,1.3278,10.0,57,164,3,1,"{""Rust"": 3938, ""TOML"": 407, ""Markdown"": 94, ""YAML"": 79, ""Bourne Shell"": 3}",,,,,OK,,,,,,,
supersig_fellowship,supersig_fellowship,https://github.com/decentration/pallet_supersig,efd7cbbbdb2cd1c8b745230f380e2d14a1f0ae21,cutoff,2022-05-11,2023-04-22,11.37,1,2.6880,2.7560,68,1,2.8910,2.7368,1.0381,17.0,52,138,6,1,"{""Rust"": 2688, ""TOML"": 103, ""Markdown"": 59, ""INI"": 22, ""YAML"": 19}",2,,,,OK,,,,,,,
SwarmNL,SwarmNL,https://github.com/algorealmInc/SwarmNL,9049b7d0578529a5d86e5d872934b2cc192abe8d,cutoff,2024-01-01,2024-12-16,11.5,1,8.2130,8.2130,0,0,10.3330,3.3684,1.6469,6.0,64,347,1,0,"{""Rust"": 8095, ""Markdown"": 1753, ""TOML"": 180, ""Bourne Shell"": 118, ""Dockerfile"": 75}",1,3,3.00,48000,OK,,,,,,,
swift_api,swift_api,https://github.com/tesseract-one/Substrate.swift,029ab47d91d3e97f753760610381f5fe9f7d5a88,cutoff,2020-10-07,2023-09-16,35.28,0,23.1800,23.1800,0,0,23.8640,6.8947,3.1199,19.0,131,350,3,1,"{""Swift"": 23091, ""Markdown"": 525, ""YAML"": 158, ""Ruby"": 72, ""Bourne Shell"": 17}",,,,,OK,,,,,,,
swush-dex-aggregator,swush-dex-aggregator,https://github.com/swush-labs/swush-app,4bbaf94708ab6a4dec0aae79b7a6d94defc73253,cutoff,2024-10-11,2025-05-14,7.06,1,11.2290,11.2290,24,1,28.5390,3.5789,1.8993,8.0,68,249,2,1,"{""TypeScript"": 11048, ""YAML"": 9027, ""JSON"": 7655, ""Markdown"": 561, ""Bourne Shell"": 146}",1.5,5,7.50,25000,OK,,,,,,,
SydTek,SydTek,https://github.com/jgophd/Developed-Materials-and-Raw-Data,a187609ce25d05d3cbddd3bd2694bfdd9c7e7ee6,cutoff,2022-11-30,2023-01-26,1.87,1,0.0000,0.0000,0,0,0.5680,0.0,0.0,0.0,0,0,0,0,"{""CSV"": 464, ""Text"": 84, ""Markdown"": 20}",5,4,20.00,29600,OK,,,,,,,
t3rn-xbi,t3rn-xbi,https://github.com/t3rn/xbi,5587ed0e50b912a859a92f5e4fdd0a958259e06e,head,2022-09-21,2023-06-26,9.13,1,10.2320,10.2530,21,1,12.0840,1.7368,0.6907,9.0,33,145,3,1,"{""Rust"": 10135, ""TOML"": 686, ""Markdown"": 582, ""YAML"": 377, ""JSON"": 145}",,,,,OK,,,,,,,
tcdt,tcdt,https://github.com/tcdt-lab/bcdns,f0ee26674302e03653cc1d8de03a40372647b690,cutoff,2025-01-22,2025-06-15,4.73,1,8.1420,8.3100,168,4,16.8710,0.8947,0.2875,5.0,17,43,1,0,"{""JSON"": 6762, ""Rust"": 5114, ""Go"": 1600, ""JavaScript"": 1059, ""TOML"": 925}",,,,,OK,,,,,,,
tdot,tdot,https://github.com/nutsfinance/stable-asset,77a1a9429739a0a547f19a7eb3231f764b4bc999,cutoff,2021-05-10,2022-09-30,16.69,1,4.4040,4.5300,183,3,5.0090,3.2105,0.9134,38.0,61,88,13,1,"{""Rust"": 4308, ""TOML"": 354, ""Markdown"": 199, ""JavaScript"": 87, ""JSON"": 38}",2,,,14000,OK,,,,,,,
tellor,tellor,https://github.com/tellor-io/tellor-parachain-contracts,7f8cf44f526d0c42fd35074024f2daa40c637579,commit,2022-12-02,2023-05-01,4.93,1,6.3470,6.3470,0,0,22.8610,3.6316,1.5556,11.0,69,278,5,1,"{""JSON"": 16453, ""Solidity"": 6347, ""YAML"": 33, ""Markdown"": 16, ""TOML"": 7}",2,4,8.00,40000,OK,,,,,,,
Threshold_Signature,Threshold_Signature,https://github.com/Fiono11/cli,aadc58378d6c08b8f8e0ede9693d296198b61c08,cutoff,2024-05-20,2024-12-06,6.57,1,0.5620,0.5620,0,0,0.7280,0.5263,0.2444,4.0,10,54,1,0,"{""Rust"": 562, ""Markdown"": 135, ""TOML"": 19, ""Dockerfile"": 12}",1,1,1.00,15000,OK,,,,,,,
TogetherCrew_Community_health_check,TogetherCrew_Community_health_check,https://github.com/RnDAO/tc-Documentation,b6a101b3c620fa2f53fab62bfdbf5ee255d519b8,cutoff,2023-01-31,2023-09-15,7.46,1,0.0000,0.0000,0,0,0.5200,0.5789,0.1818,8.0,11,22,2,1,"{""Markdown"": 520}",6,,,15,OK,,,,,,,
tokeneconomics-survey,tokeneconomics-survey,https://github.com/taqtiqa-mark/tokenomics-survey-2022,91feb74112c07b05ede87287f046648294a96683,cutoff,2023-04-24,2023-08-30,4.2,1,0.0000,0.0000,0,0,7.1280,0.3158,0.095,2.0,6,14,1,0,"{""TeX"": 7122, ""Markdown"": 6}",,,,,OK,,,,,,,
Tokenguard - Milestone 1 & 2,Tokenguard - Milestone 1 & 2,https://github.com/tokenguardio/dashboard-creator-client,cd0edf04093418614416375da50fd60bb6034930,cutoff,2024-01-04,2024-06-08,5.12,1,7.0340,7.0340,0,0,18.2620,1.5263,0.4977,9.0,29,64,3,1,"{""JSON"": 8438, ""TypeScript"": 6872, ""CSS"": 1922, ""SVG"": 392, ""SCSS"": 260}",1.5,2,3.00,30000,OK,,,,,,,
tpscore,tpscore,https://github.com/BCS-Labs/tpscore-etl-system,,,,,,,,,,,,,,,,,,,,2,2,4.00,10000,ERROR,"git clone failed: fatal: could not read Username for 'https://github.com': No such device or address
",,,,,,
tracking_chain,tracking_chain,https://github.com/TrackingChains/TrackingChain,69742af590942439e95adab80cfe458f7637aa8e,cutoff,2023-07-16,2023-11-09,3.81,1,103.3710,104.2560,40894,718,180.1820,2.4737,1.4036,5.0,47,211,1,0,"{""C#"": 103064, ""JSON"": 72062, ""Razor"": 2660, ""CSS"": 615, ""MSBuild script"": 581}",1,6.5,6.50,16,OK,,,,,,,
TreasuryTracker,TreasuryTracker,https://github.com/stake-plus/treasury-tracker,e51bac63220ecb5d9af03116cdaf13129e80ac65,cutoff,2023-10-09,2023-10-09,0.0,0,4.9760,4.9760,190,1,10.7190,0.1053,0.0316,2.0,2,3,2,0,"{""PHP"": 4223, ""JSON"": 3569, ""CSS"": 1697, ""JavaScript"": 651, ""SVG"": 320}",1.25,1,1.25,10000,OK,,,,,,,
TREX_Network,TREX_Network,https://github.com/NexTokenTech/TREX,c8a914426cbc0292f2ecbe4f134b4fec8b5269a5,cutoff,2022-11-01,2023-02-01,3.02,1,3.5270,3.5270,0,0,4.5990,0.7895,0.2828,4.0,15,25,2,1,"{""Rust"": 3483, ""TOML"": 529, ""Markdown"": 412, ""JSON"": 62, ""YAML"": 55}",,,,10000,OK,,,,,,,
tribal_protocol,tribal_protocol,https://github.com/tribal-protocol/tribal_contract,100d43279165f01ca3654806a816feb05916a650,cutoff,2022-06-01,2022-08-03,2.07,1,0.8300,0.8300,0,0,0.8630,0.5263,0.2046,5.0,10,23,2,1,"{""Rust"": 830, ""TOML"": 33}",3,4,12.00,40000,OK,,,,,,,
tuxedo,tuxedo,https://github.com/Off-Narrative-Labs/Tuxedo,0f7ba440aad5553dac5bd6ebbf3eda1a38245627,cutoff,2023-02-13,2023-05-08,2.76,1,5.1120,5.1120,0,0,5.9950,1.8947,0.861,7.0,36,150,2,1,"{""Rust"": 5112, ""TOML"": 328, ""Markdown"": 313, ""YAML"": 208, ""Dockerfile"": 34}",1,,,48000,OK,,,,,,,
TuxedoDApp,TuxedoDApp,https://github.com/mlabs-haskell/TuxedoDapp,b190221f61cb9198f4e32022dfd0b072b5d921d8,cutoff,2024-02-23,2024-09-27,7.13,1,1.9920,2.0470,55,1,42.7840,1.9474,0.6163,11.0,37,61,4,1,"{""JSON"": 40172, ""TypeScript"": 1992, ""YAML"": 297, ""Markdown"": 284, ""HTML"": 20}",2,3,6.00,24000,OK,,,,,,,
tuxedo-parachain,tuxedo-parachain,https://github.com/Off-Narrative-Labs/Tuxedo,e0c4dc723ab67e64b5f629a7b3f24f27347fe2e0,cutoff,2023-02-13,2024-04-16,14.06,1,9.6850,9.6850,0,0,11.0650,2.5789,1.0439,16.0,49,165,6,1,"{""Rust"": 9682, ""TOML"": 749, ""Markdown"": 342, ""YAML"": 239, ""Dockerfile"": 50}",1,,,48000,OK,,,,,,,
typechain-polkadot,typechain-polkadot,https://github.com/Supercolony-net/typechain-polkadot,8fd42b0ba6ab1bb5b9f7b31ac5a13c75898ea514,cutoff,2022-06-16,2022-08-16,2.0,1,2.0010,2.3670,574,14,14.6500,0.6842,0.2413,6.0,13,29,6,1,"{""JSON"": 12059, ""TypeScript"": 1933, ""Markdown"": 584, ""JavaScript"": 68, ""INI"": 6}",2,,,44800,OK,,,,,,,
typechain-polkadot-follow-up,typechain-polkadot-follow-up,https://github.com/727-Ventures/typechain-polkadot,3e392c606939c26e158b25cc7c9c92ee3e18a0c6,cutoff,2022-06-16,2023-02-22,8.25,1,5.0160,7.1460,2420,42,23.7490,2.0,0.8014,14.0,38,99,8,1,"{""JSON"": 9074, ""HTML"": 7415, ""TypeScript"": 4930, ""CSS"": 1179, ""Markdown"": 829}",2.5,,,56000,OK,,,,,,,
typechain_revived,typechain_revived,https://github.com/C-Forge/typechain-polkadot,221d891bf0f2ab63918a469bc8aaacf40579da79,commit,2022-06-16,2024-09-30,27.5,0,4.6880,8.7980,4720,52,32.1400,3.8947,1.3474,32.0,74,176,14,1,"{""JSON"": 22817, ""TypeScript"": 4450, ""YAML"": 3556, ""Markdown"": 875, ""Rust"": 154}",3,,,30000,OK,,,,,,,
typink,typink,https://github.com/dedotdev/typink,52f9c197bc7ed96e43184ac3e9e1659923563fbc,cutoff,2024-10-15,2025-02-02,3.61,1,6.9510,8.1340,1183,2,12.2230,2.4211,0.7935,10.0,46,94,3,1,"{""TypeScript"": 6883, ""JSON"": 3383, ""EJS"": 1043, ""Markdown"": 351, ""SVG"": 287}",1.5,3,4.50,30,OK,,,,,,,
